gene	esophagus1	esophagus2	esophagus3	esophagus4	sigmoid_colon1	sigmoid_colon2	sigmoid_colon3	sigmoid_colon4
ENSG00000162458.12	729	1339	771	1853	800	809	1050	796
ENSG00000224321.1	0	0	0	0	0	0	0	0
ENSG00000233954.6	27	21	26	55	25	36	14	20
ENSG00000178715.8	0	3	5	0	0	5	3	1
ENSG00000179743.4	77	90	91	75	35	169	98	147
ENSG00000065526.10	4299	2914	4441	5430	1853	2356	2092	2000
ENSG00000270620.1	0	0	0	0	0	0	0	0
ENSG00000116809.11	786	484	647	827	401	535	545	453
ENSG00000234607.2	2	0	0	0	0	0	0	0
ENSG00000231353.1	0	0	0	0	0	0	0	0
ENSG00000275503.1	0	0	0	0	0	0	0	0
ENSG00000224966.4	0	0	0	0	0	0	0	0
ENSG00000183888.4	0	0	1	0	0	0	0	2
ENSG00000233078.1	0	0	0	0	0	0	1	0
ENSG00000173641.17	38	99	265	116	2216	963	1252	2356
ENSG00000186510.11	0	0	0	0	26	2	8	3
ENSG00000232456.1	0	10	1	20	0	0	0	0
ENSG00000184908.17	0	0	1	0	3	5	1	11
ENSG00000185519.8	32	88	7	2	0	3	8	2
ENSG00000142627.12	12115	5355	4046	10646	139	187	146	121
ENSG00000227959.1	77	15	73	125	0	4	1	0
ENSG00000224621.1	22	8	31	89	0	0	0	0
ENSG00000234166.1	0	0	0	0	0	0	0	0
ENSG00000142632.16	602	758	456	818	18	59	8	47
ENSG00000237276.8	267	201	78	245	9	12	7	5
ENSG00000132881.11	97	175	98	126	34	58	58	99
ENSG00000233929.1	2	4	3	2	1	4	3	2
ENSG00000037637.10	983	1425	1704	1495	744	1003	960	939
ENSG00000055070.16	2581	2928	2787	2881	1122	2503	2156	2189
ENSG00000226457.1	0	0	0	0	0	0	0	0
ENSG00000187144.11	2	0	0	0	4	2	0	0
ENSG00000157191.19	1189	1346	1188	1224	326	716	373	562
ENSG00000226029.1	87	9	84	53	61	30	23	19
ENSG00000080947.14	84	102	270	121	506	280	443	253
ENSG00000206652.1	0	13	70	19	3	188	25	46
ENSG00000261135.1	0	0	2	2	1	8	4	2
ENSG00000224174.2	0	0	0	0	0	0	0	0
ENSG00000233421.4	0	0	0	12	0	195	2	2
ENSG00000277344.1	0	0	0	0	0	0	0	0
ENSG00000268991.2	0	0	0	0	0	0	0	0
ENSG00000225710.1	0	0	0	0	0	0	1	0
ENSG00000219481.10	334	458	804	433	1141	1196	900	615
ENSG00000271732.1	0	0	0	0	0	0	0	0
ENSG00000215908.9	517	350	818	651	414	487	525	378
ENSG00000186301.8	75	71	151	70	146	47	92	52
ENSG00000282143.1	0	0	0	0	0	0	0	0
ENSG00000207513.1	0	0	0	0	0	1	0	0
ENSG00000237847.2	0	0	0	0	0	0	0	0
ENSG00000280114.1	0	0	0	0	1	0	0	0
ENSG00000236698.1	3	10	4	8	6	10	8	7
ENSG00000268869.5	0	0	6	12	0	7	11	0
ENSG00000279151.1	0	0	0	0	0	0	0	0
ENSG00000279132.1	0	0	0	0	0	0	0	0
ENSG00000282740.1	0	0	0	0	2	0	0	0
ENSG00000058453.16	1766	560	1779	1301	750	477	799	395
ENSG00000227684.2	0	0	0	0	1	0	1	2
ENSG00000207389.1	0	0	0	2	0	1	0	0
ENSG00000186715.10	17	81	72	31	102	88	140	103
ENSG00000223643.6	0	0	0	0	0	0	0	0
ENSG00000230239.1	4	0	2	0	0	0	0	0
ENSG00000263811.1	0	0	0	0	0	0	0	0
ENSG00000228549.3	0	1	0	2	0	83	4	0
ENSG00000277234.1	0	0	0	0	0	0	0	0
ENSG00000238142.1	28	1	51	15	18	24	50	73
ENSG00000235241.1	0	0	0	0	0	0	0	0
ENSG00000207005.1	12	0	152	41	19	245	60	80
ENSG00000272426.1	0	0	0	4	0	0	0	0
ENSG00000117122.13	2	99	58	19	151	127	120	58
ENSG00000226526.1	0	1	0	3	2	0	17	0
ENSG00000159363.17	1699	820	1267	1440	326	223	510	366
ENSG00000117118.9	956	1664	1213	1997	523	1377	1898	1120
ENSG00000117115.12	30	121	92	47	24	8	10	23
ENSG00000204362.6	4	1	6	10	0	0	0	0
ENSG00000282843.1	0	0	0	0	0	0	0	0
ENSG00000142623.9	5053	2654	7333	2798	0	0	0	0
ENSG00000142619.4	225	60	1157	234	0	0	0	0
ENSG00000266634.1	2	0	51	5	0	0	0	0
ENSG00000159339.13	0	0	0	11	0	0	6	0
ENSG00000280226.1	0	0	0	0	0	0	0	0
ENSG00000276747.1	0	0	0	0	0	0	0	0
ENSG00000227751.1	0	0	0	0	0	0	0	0
ENSG00000179051.13	3123	3184	2731	5255	556	561	772	505
ENSG00000074964.16	4038	1782	2509	3419	1014	1008	1534	1004
ENSG00000236648.1	0	0	0	0	0	0	0	0
ENSG00000117148.7	0	10	3	4	0	0	0	0
ENSG00000261781.1	0	0	0	0	0	0	0	0
ENSG00000117154.11	0	21	39	6	7	54	30	15
ENSG00000280222.1	0	0	2	0	5	1	14	1
ENSG00000230035.2	0	0	0	0	0	0	0	0
ENSG00000225387.1	0	0	0	0	0	0	0	0
ENSG00000179023.8	515	178	37	39	0	0	0	6
ENSG00000235282.3	0	0	0	0	0	0	0	0
ENSG00000225478.2	0	0	0	0	0	0	0	0
ENSG00000009709.11	0	0	0	0	0	0	0	0
ENSG00000179002.5	0	0	0	0	0	0	0	0
ENSG00000255275.3	4	0	7	22	0	0	0	1
ENSG00000159423.16	709	720	601	685	44	43	97	122
ENSG00000265606.1	0	0	0	0	0	0	0	0
ENSG00000221662.1	1	0	7	2	2	1	0	0
ENSG00000169991.10	4043	1567	1620	6121	197	281	763	318
ENSG00000272084.1	11	13	76	50	11	36	25	25
ENSG00000127481.14	9546	7062	11816	13043	7845	6935	8795	6138
ENSG00000230424.1	18	0	24	18	29	22	59	37
ENSG00000127463.13	1427	1797	1671	1850	485	787	1096	871
ENSG00000053372.4	733	983	1217	1310	139	380	479	343
ENSG00000211454.13	13	9	31	11	14	7	8	3
ENSG00000162482.4	49	10	62	40	11	25	33	10
ENSG00000270728.1	0	0	0	1	0	0	0	0
ENSG00000053371.12	1318	1278	778	878	377	617	997	774
ENSG00000200403.1	0	0	12	3	0	10	2	3
ENSG00000040487.12	213	187	351	235	110	133	187	161
ENSG00000077549.17	2030	1361	2136	2908	1614	1873	1769	1833
ENSG00000240490.3	0	0	1	0	2	0	0	1
ENSG00000201609.1	0	0	0	0	0	0	1	0
ENSG00000235185.1	0	0	0	0	0	0	0	16
ENSG00000173436.13	90	98	284	144	132	394	218	306
ENSG00000270136.5	0	0	0	0	0	0	0	0
ENSG00000226396.1	8	18	27	15	18	22	21	12
ENSG00000158747.13	65	83	232	100	57	106	30	77
ENSG00000158748.3	0	0	0	3	3	2	0	0
ENSG00000162542.13	586	965	624	570	296	382	470	424
ENSG00000178828.6	0	0	0	0	0	0	0	0
ENSG00000235434.1	0	0	0	0	0	0	0	0
ENSG00000169914.5	210	295	448	621	317	469	772	428
ENSG00000188784.4	0	0	0	0	0	0	0	0
ENSG00000242688.3	0	0	0	0	0	0	0	0
ENSG00000188257.10	134	1370	280	175	251	2867	1206	765
ENSG00000127472.10	2	53	100	28	294	223	458	289
ENSG00000117215.14	0	0	7	0	2	5	2	2
ENSG00000158786.4	1	3	0	32	0	0	0	0
ENSG00000227066.1	0	0	2	0	0	0	7	1
ENSG00000187980.6	0	0	23	4	125	92	123	144
ENSG00000225986.1	11	2	91	3	66	265	167	258
ENSG00000162543.5	9	88	391	49	621	1364	1369	802
ENSG00000228105.1	0	0	0	0	0	0	0	0
ENSG00000158816.15	0	0	0	0	0	4	0	0
ENSG00000226664.1	0	0	0	0	0	0	0	0
ENSG00000236963.6	0	0	0	0	0	0	0	0
ENSG00000226487.1	0	0	0	0	0	0	0	0
ENSG00000162545.5	153	318	389	112	513	780	450	631
ENSG00000090432.6	929	1149	661	761	369	771	730	649
ENSG00000215520.3	0	0	0	0	0	0	0	0
ENSG00000183114.7	3	0	7	5	18	36	23	29
ENSG00000158825.5	458	506	96	612	11	10	10	28
ENSG00000158828.6	3646	2502	2651	2222	2163	3506	3817	3851
ENSG00000117242.7	91	283	178	187	89	127	130	106
ENSG00000244038.9	2497	4297	2172	3585	725	1367	1401	1378
ENSG00000117245.12	0	11	18	6	33	26	9	26
ENSG00000235432.1	0	0	0	0	0	0	0	0
ENSG00000189410.11	7	19	37	77	15	5	9	3
ENSG00000233069.1	0	0	0	0	0	0	1	0
ENSG00000127483.17	3738	3915	5817	5324	3139	5171	3637	4633
ENSG00000075151.20	2770	2594	2528	4866	2018	2304	2007	2424
ENSG00000251914.1	0	0	0	0	0	0	0	0
ENSG00000221808.1	11	2	20	23	24	11	3	21
ENSG00000233072.1	10	1	13	32	6	26	3	12
ENSG00000236073.2	7	0	15	14	3	3	4	3
ENSG00000235112.1	0	0	0	0	0	0	0	0
ENSG00000117298.14	955	2175	2355	918	2696	3295	3974	3721
ENSG00000236936.1	0	0	0	0	0	0	0	0
ENSG00000231105.1	0	0	2	0	0	0	0	1
ENSG00000236216.5	0	0	0	0	0	0	0	0
ENSG00000228823.1	0	0	0	0	0	0	0	0
ENSG00000236009.1	0	0	0	0	0	0	0	0
ENSG00000227001.3	0	14	20	6	1	9	5	1
ENSG00000187952.9	15	10	13	19	0	4	15	1
ENSG00000186543.7	0	0	3	1	0	0	0	0
ENSG00000142794.18	225	135	385	145	166	148	211	119
ENSG00000176378.8	0	0	0	0	0	0	0	0
ENSG00000162551.13	37	127	118	185	24	10	61	8
ENSG00000233431.1	0	1	0	2	0	0	0	0
ENSG00000076864.19	311	279	120	262	4	20	24	23
ENSG00000090686.15	944	1552	2244	1788	1139	1928	1448	1595
ENSG00000231978.2	0	0	0	0	0	0	0	0
ENSG00000187942.11	0	0	0	1	5	3	0	0
ENSG00000142798.17	7155	9378	14277	8282	36208	6515	24594	14021
ENSG00000232037.3	0	0	0	0	0	0	0	0
ENSG00000283234.1	0	0	0	0	0	2	0	0
ENSG00000219073.7	0	0	0	0	0	0	0	0
ENSG00000273610.1	0	0	0	0	0	0	0	0
ENSG00000201919.1	0	0	0	0	0	0	0	0
ENSG00000142789.19	0	0	0	0	0	0	0	0
ENSG00000278124.1	0	0	0	0	0	0	0	0
ENSG00000201273.1	0	0	0	0	0	0	0	0
ENSG00000228397.2	0	24	0	0	0	0	0	0
ENSG00000218510.6	10	125	125	82	89	219	62	108
ENSG00000070831.15	4017	6782	4419	6218	1778	4855	3534	4485
ENSG00000230068.2	32	7	70	154	20	49	27	16
ENSG00000271428.1	0	0	0	0	0	0	0	0
ENSG00000271840.1	15	4	79	54	33	29	36	17
ENSG00000162552.14	489	271	281	580	3	4	10	14
ENSG00000266564.1	0	0	0	0	0	0	0	0
ENSG00000234397.3	0	0	0	0	0	0	0	0
ENSG00000279625.1	0	0	0	0	0	0	0	0
ENSG00000184677.16	739	1084	1758	1550	1080	1541	1555	1336
ENSG00000237200.1	7	9	28	29	13	9	10	8
ENSG00000070886.11	0	0	5	10	0	5	0	0
ENSG00000276835.2	0	0	0	0	0	0	0	0
ENSG00000173372.16	136	1608	1636	154	329	1870	2391	1917
ENSG00000159189.11	117	1863	1660	157	230	1857	2359	1828
ENSG00000173369.15	76	2587	2564	267	391	3138	3780	3924
ENSG00000133216.16	5	111	57	188	178	106	118	110
ENSG00000265422.1	0	0	0	0	0	0	0	0
ENSG00000225952.1	0	0	0	0	0	0	0	0
ENSG00000264014.1	0	0	0	0	0	0	0	0
ENSG00000215906.8	0	0	0	0	0	0	0	0
ENSG00000227868.5	0	0	0	1	0	0	0	0
ENSG00000004487.15	1633	2667	2526	3198	801	2052	1644	1674
ENSG00000240553.1	0	0	0	0	0	0	0	0
ENSG00000263793.1	0	0	1	2	1	4	2	1
ENSG00000266802.1	0	0	0	0	0	0	0	0
ENSG00000169641.13	1466	1948	1680	1947	838	1023	1202	1193
ENSG00000229010.1	0	0	0	0	0	0	5	0
ENSG00000206935.1	0	0	0	0	0	0	0	0
ENSG00000252578.1	0	0	0	0	0	0	0	0
ENSG00000179546.4	0	0	1	0	2	0	0	0
ENSG00000215381.3	0	0	0	0	0	0	0	0
ENSG00000261326.2	213	108	816	437	403	505	443	524
ENSG00000125944.18	2048	3054	4256	4334	1309	2654	2804	3185
ENSG00000125945.14	1025	1924	1439	914	417	597	1739	599
ENSG00000249087.6	20	79	87	43	17	42	111	81
ENSG00000201405.1	0	0	0	0	0	0	0	0
ENSG00000271420.1	4	16	8	3	6	17	4	1
ENSG00000204219.9	466	785	552	226	596	831	438	743
ENSG00000232482.2	0	0	0	0	0	0	0	0
ENSG00000088280.18	1662	1303	1174	816	587	889	840	582
ENSG00000007968.6	1225	1114	695	957	10	1	6	1
ENSG00000235052.1	0	0	2	0	0	9	0	1
ENSG00000117318.8	175	690	760	335	338	1557	879	676
ENSG00000197880.8	0	0	2	0	1	2	0	0
ENSG00000229239.2	0	0	0	0	0	0	0	0
ENSG00000142676.12	4867	10641	11595	8919	2230	8708	4382	7747
ENSG00000011007.12	1887	2202	2152	2576	666	1233	1239	1179
ENSG00000236810.5	20	34	58	32	36	36	21	19
ENSG00000057757.9	1591	1768	1086	1607	376	786	1113	772
ENSG00000011009.10	1292	1307	812	1330	140	303	285	323
ENSG00000117308.14	1261	1035	838	1147	77	130	98	109
ENSG00000117305.14	502	779	476	304	268	613	427	682
ENSG00000179163.11	323	900	586	328	163	461	464	587
ENSG00000188822.7	0	0	3	0	0	0	0	0
ENSG00000229106.1	1	0	0	1	6	0	0	0
ENSG00000232557.3	0	0	0	0	0	0	0	0
ENSG00000264926.1	0	0	0	0	0	0	0	0
ENSG00000230228.2	0	0	0	0	0	0	0	0
ENSG00000189266.11	848	1779	1869	1914	1145	3102	1738	2531
ENSG00000188529.14	1185	1887	2597	2861	1212	1831	2090	1890
ENSG00000215905.4	0	0	0	0	0	0	0	0
ENSG00000225315.2	0	0	0	0	0	0	0	0
ENSG00000142661.18	22	111	26	67	4	2	0	9
ENSG00000230703.1	0	0	0	0	0	0	0	0
ENSG00000142677.3	622	269	186	745	0	4	0	10
ENSG00000185436.11	290	237	222	217	4	8	7	19
ENSG00000230023.2	1	0	0	0	0	0	0	0
ENSG00000232298.2	16	0	32	20	0	0	3	0
ENSG00000158055.15	7099	3199	3493	6557	2	2	0	4
ENSG00000001460.17	120	181	116	238	38	84	94	91
ENSG00000001461.16	1011	1747	1361	1352	711	749	1609	1374
ENSG00000117602.11	1421	1505	1055	1940	378	382	312	536
ENSG00000264443.1	1	0	2	0	0	0	0	0
ENSG00000184454.6	0	8	12	0	0	0	0	0
ENSG00000227312.2	0	0	0	0	0	0	0	0
ENSG00000239106.1	0	0	0	0	0	0	0	0
ENSG00000133226.16	1591	1651	2327	2825	1314	1823	1667	1887
ENSG00000169504.14	1029	4770	10065	4240	8607	17097	13785	13568
ENSG00000238482.1	0	0	0	0	0	0	0	0
ENSG00000020633.18	74	243	176	100	0	19	49	19
ENSG00000278034.1	0	0	3	1	0	0	0	0
ENSG00000229162.1	0	0	0	0	0	0	0	0
ENSG00000261025.1	0	0	0	0	0	0	0	0
ENSG00000264371.1	0	0	0	0	0	0	0	0
ENSG00000233755.1	0	0	0	0	0	0	0	0
ENSG00000233419.3	0	0	0	0	0	0	0	0
ENSG00000231953.2	0	0	0	0	0	0	0	0
ENSG00000117614.9	224	787	798	521	352	1209	807	1052
ENSG00000117616.17	1061	619	2140	1545	1214	1636	1086	1336
ENSG00000272432.1	0	0	3	4	1	0	5	3
ENSG00000261349.1	8	1	58	9	20	18	17	26
ENSG00000187010.19	0	0	0	1	0	0	0	13
ENSG00000224183.1	0	2	10	1	4	4	6	2
ENSG00000259984.1	4	0	9	1	3	13	8	1
ENSG00000183726.10	946	1956	1455	1381	835	2027	1138	1746
ENSG00000188672.17	12	2	7	4	5	1	0	6
ENSG00000238084.4	1	3	1	2	0	2	3	3
ENSG00000204178.9	891	880	907	992	423	666	490	606
ENSG00000157978.11	956	1057	856	914	243	348	344	316
ENSG00000225643.1	11	0	10	1	24	12	15	1
ENSG00000117643.14	69	374	295	102	482	462	1474	610
ENSG00000233478.1	0	0	0	0	0	0	0	0
ENSG00000162430.16	1058	1345	775	895	578	446	750	483
ENSG00000255054.3	0	0	0	0	0	0	0	0
ENSG00000228172.5	38	1	57	32	5	10	7	2
ENSG00000117640.17	343	514	848	589	719	1389	1204	1414
ENSG00000272478.1	0	0	0	0	0	0	0	0
ENSG00000127423.10	34	77	24	176	0	0	0	0
ENSG00000236528.1	1	3	5	2	2	0	1	0
ENSG00000182749.5	598	966	567	378	175	286	218	169
ENSG00000207302.1	0	0	0	0	0	0	0	0
ENSG00000117632.21	449	1249	513	1006	203	473	392	486
ENSG00000229786.1	0	0	0	0	0	0	0	0
ENSG00000223624.1	0	0	0	0	0	0	0	0
ENSG00000158006.13	538	687	421	482	164	288	172	243
ENSG00000207237.1	0	0	0	0	0	0	0	0
ENSG00000252190.1	0	0	0	0	0	0	0	0
ENSG00000252691.1	0	0	0	0	0	0	0	0
ENSG00000158008.9	0	0	2	0	43	22	65	43
ENSG00000158014.14	0	0	1	0	0	5	4	0
ENSG00000158022.6	0	5	39	0	2	0	14	33
ENSG00000175087.9	304	740	528	419	105	318	212	334
ENSG00000197245.5	11	139	182	14	14	42	125	92
ENSG00000282872.1	0	0	0	0	0	0	0	0
ENSG00000236782.6	0	0	0	0	0	0	0	0
ENSG00000142684.8	144	109	256	172	40	149	125	124
ENSG00000142675.17	471	356	481	888	31	10	14	7
ENSG00000188782.8	0	0	0	6	0	0	0	0
ENSG00000236155.6	0	7	0	3	0	1	0	0
ENSG00000278572.1	0	0	0	0	0	0	0	0
ENSG00000130695.13	415	581	555	680	78	128	91	163
ENSG00000270733.1	0	0	0	0	0	0	0	0
ENSG00000142669.14	2418	1562	1314	3555	308	455	510	491
ENSG00000158062.20	116	155	245	180	171	243	208	266
ENSG00000169442.8	8	21	62	5	4	4	2	18
ENSG00000176092.13	9727	1676	4181	6674	3	0	0	10
ENSG00000225854.2	0	0	3	0	0	0	0	0
ENSG00000176083.17	0	0	14	5	0	0	0	0
ENSG00000131914.10	0	0	0	0	0	0	0	0
ENSG00000117682.16	662	1006	775	895	225	550	452	427
ENSG00000223583.1	6	0	4	0	0	5	2	6
ENSG00000225891.1	3	6	18	6	19	73	20	55
ENSG00000198830.10	1226	4232	2462	3318	594	3011	1731	1686
ENSG00000224129.1	0	0	0	0	0	0	0	0
ENSG00000117676.13	993	2018	1200	2101	39	149	219	259
ENSG00000238705.1	0	0	0	0	0	0	0	0
ENSG00000243905.3	0	0	0	0	0	0	0	0
ENSG00000252802.1	0	0	0	0	0	0	0	0
ENSG00000252429.2	0	0	0	0	0	0	0	0
ENSG00000229247.2	0	0	0	0	0	0	0	0
ENSG00000238316.1	0	0	0	0	0	0	0	0
ENSG00000235069.2	0	0	0	0	0	0	0	0
ENSG00000260063.1	13	0	12	25	1	15	2	15
ENSG00000117713.18	5079	2443	3188	4851	1491	1577	1756	1415
ENSG00000060642.10	276	495	259	408	148	154	181	270
ENSG00000241188.3	0	0	3	0	0	0	0	0
ENSG00000204160.11	1427	811	942	1439	224	392	259	320
ENSG00000175793.11	36805	22922	14042	36301	13	0	0	10
ENSG00000226698.1	0	0	0	1	0	0	0	0
ENSG00000142751.14	335	454	666	693	290	377	539	417
ENSG00000198746.12	198	210	228	267	92	197	142	152
ENSG00000090273.13	947	1158	1029	1383	545	1564	881	1116
ENSG00000131910.4	0	0	0	0	0	0	0	0
ENSG00000175707.8	559	496	365	510	0	0	2	0
ENSG00000172746.6	0	0	3	0	0	0	0	0
ENSG00000224064.1	0	0	2	0	0	0	0	0
ENSG00000225294.1	0	0	0	0	0	0	0	0
ENSG00000253368.3	3520	1888	679	572	188	218	207	187
ENSG00000158246.7	7817	3693	2118	3966	799	535	2292	2205
ENSG00000280403.1	0	0	1	0	0	0	2	0
ENSG00000090020.10	848	656	456	1018	398	381	477	420
ENSG00000229985.2	0	0	0	0	0	0	0	0
ENSG00000214973.3	0	1	0	13	0	8	1	2
ENSG00000225159.1	0	4	2	5	2	1	2	0
ENSG00000225990.2	0	0	0	0	0	0	0	0
ENSG00000224311.1	0	0	0	0	0	0	0	0
ENSG00000142784.15	1543	1427	1442	992	746	1259	1207	1066
ENSG00000252098.1	0	0	0	0	0	0	0	0
ENSG00000243659.1	0	0	14	6	4	22	4	17
ENSG00000186501.14	565	437	560	581	146	266	306	245
ENSG00000206888.1	3	0	10	0	0	8	1	0
ENSG00000241547.1	9	11	27	43	7	20	9	4
ENSG00000142765.17	4435	2650	3355	2330	3	19	8	0
ENSG00000142733.14	5829	3438	3085	4628	874	905	1409	870
ENSG00000142748.12	37	35	54	55	4	7	36	18
ENSG00000174950.10	132	285	122	106	0	0	0	0
ENSG00000231207.1	0	0	0	0	0	0	0	0
ENSG00000181773.6	9	0	0	3	0	0	34	6
ENSG00000158195.10	7393	4556	6034	7232	1938	3789	3095	2556
ENSG00000241169.1	0	0	0	0	0	0	0	0
ENSG00000237429.1	4	0	2	15	2	5	0	7
ENSG00000126705.13	4700	1415	1714	1859	617	520	768	433
ENSG00000000938.12	59	397	332	106	102	160	239	266
ENSG00000235912.1	0	1	0	2	0	0	0	0
ENSG00000233975.1	0	0	0	0	0	0	0	0
ENSG00000126709.14	76	1659	141	32	161	211	560	657
ENSG00000225886.3	0	0	0	0	0	0	0	0
ENSG00000206767.1	0	0	0	0	0	0	0	0
ENSG00000226662.2	0	0	0	0	0	0	0	0
ENSG00000207095.1	0	0	0	0	0	0	0	0
ENSG00000009780.15	184	324	486	319	303	588	471	765
ENSG00000231344.1	2	0	11	0	0	2	1	0
ENSG00000230833.1	18	0	8	4	0	1	4	4
ENSG00000117758.13	2255	2722	1773	2051	941	1648	1857	1522
ENSG00000269971.1	10	1	20	25	5	3	20	9
ENSG00000270031.1	3	3	10	13	2	10	8	4
ENSG00000223062.1	0	0	0	0	0	0	2	0
ENSG00000117751.17	596	1067	885	1117	294	817	579	769
ENSG00000252947.1	35	0	26	11	9	6	11	4
ENSG00000278868.1	0	0	0	0	0	0	4	0
ENSG00000130775.15	79	386	381	170	277	311	345	412
ENSG00000117748.9	225	898	353	553	119	356	247	420
ENSG00000130768.14	66	152	14	20	4	0	0	12
ENSG00000227050.1	0	0	3	0	0	0	0	2
ENSG00000158156.7	163	237	105	176	103	146	133	130
ENSG00000158161.15	1049	1155	1247	1662	304	482	461	494
ENSG00000238231.2	13	0	17	26	7	4	7	1
ENSG00000240750.3	6	2	22	47	7	3	8	2
ENSG00000228589.3	7	20	10	10	12	14	7	6
ENSG00000228943.1	0	0	0	0	0	0	0	0
ENSG00000214812.3	1	0	2	0	0	0	0	1
ENSG00000253005.1	0	0	0	0	0	0	0	0
ENSG00000169403.11	159	676	399	615	86	154	181	198
ENSG00000126698.10	600	1197	997	1085	657	1489	1306	1350
ENSG00000130770.17	988	690	596	922	274	698	320	714
ENSG00000270605.1	9	5	21	30	16	8	1	20
ENSG00000271398.1	0	0	0	0	0	1	0	0
ENSG00000130766.4	1065	547	415	621	141	266	187	224
ENSG00000130772.13	365	470	235	339	218	195	81	258
ENSG00000204138.12	2202	1362	2106	2252	766	1170	1032	984
ENSG00000206779.1	0	0	0	0	0	0	0	0
ENSG00000229820.2	4	0	21	36	18	11	3	2
ENSG00000221216.1	0	0	4	14	0	0	0	0
ENSG00000180198.15	858	1358	740	1714	163	229	149	164
ENSG00000242125.3	900	537	1445	3052	118	211	301	228
ENSG00000274266.1	0	0	0	0	0	0	0	0
ENSG00000200087.1	365	248	232	346	290	40	55	131
ENSG00000231468.2	0	0	0	0	0	0	0	0
ENSG00000279443.1	14	0	21	23	0	2	0	1
ENSG00000180098.9	221	349	452	382	223	472	337	417
ENSG00000197989.13	195	138	354	403	132	120	89	81
ENSG00000221539.1	1	3	20	38	0	3	1	4
ENSG00000278274.1	0	0	0	0	0	0	0	0
ENSG00000273544.1	0	0	0	0	0	0	0	0
ENSG00000280498.1	0	0	0	0	0	0	0	0
ENSG00000274582.1	0	0	0	0	0	0	0	0
ENSG00000120656.11	161	348	287	269	213	388	228	241
ENSG00000188060.6	0	49	20	8	29	23	11	33
ENSG00000229388.1	7	7	8	4	4	18	3	2
ENSG00000270103.3	0	0	0	0	0	0	0	0
ENSG00000274978.1	0	0	0	0	0	1	0	0
ENSG00000162419.12	470	394	490	842	159	318	272	301
ENSG00000252777.1	0	0	1	2	0	0	0	0
ENSG00000198492.15	1799	2326	2008	2703	496	1012	1120	1145
ENSG00000116329.10	0	0	0	0	43	7	53	57
ENSG00000233427.1	0	0	0	0	3	0	0	1
ENSG00000199756.1	0	0	0	0	0	0	0	0
ENSG00000159023.19	2162	1915	2130	2756	735	1474	1579	1301
ENSG00000225616.2	0	0	0	0	0	0	0	0
ENSG00000206704.1	0	0	0	0	0	2	0	0
ENSG00000277958.1	0	0	3	1	0	3	1	0
ENSG00000253304.1	26	155	159	80	315	837	749	752
ENSG00000225750.1	0	0	14	12	2	7	13	5
ENSG00000116350.16	1653	1618	3526	3565	1506	3064	3195	2112
ENSG00000277916.1	0	0	0	0	0	0	0	0
ENSG00000116353.15	249	314	355	364	148	216	188	231
ENSG00000237934.1	0	0	0	0	0	0	0	0
ENSG00000060656.19	173	892	595	403	434	875	651	443
ENSG00000230523.1	0	0	0	0	0	0	0	0
ENSG00000225011.4	0	0	0	0	0	0	0	0
ENSG00000228176.1	0	0	0	0	0	0	0	0
ENSG00000270927.1	0	0	0	0	0	0	0	0
ENSG00000233399.2	0	0	0	0	0	0	0	0
ENSG00000233372.1	0	0	0	0	0	0	0	0
ENSG00000231251.1	0	0	0	0	0	0	0	0
ENSG00000236335.1	0	0	0	0	0	0	0	0
ENSG00000231949.1	0	0	0	0	0	0	0	0
ENSG00000162510.5	0	0	1	0	0	0	3	9
ENSG00000186056.9	40	33	133	48	36	52	67	41
ENSG00000162511.7	154	1249	1334	234	347	1007	762	965
ENSG00000264773.1	0	0	0	0	0	8	0	0
ENSG00000229607.1	0	0	0	0	0	0	0	0
ENSG00000223382.4	0	0	1	0	32	15	17	18
ENSG00000222784.1	0	0	0	0	0	0	0	0
ENSG00000235143.1	0	0	0	0	0	0	0	0
ENSG00000162512.15	169	478	639	185	2493	1431	2731	2198
ENSG00000266210.2	0	0	0	0	0	0	0	0
ENSG00000134644.15	2750	3093	4729	4587	1870	3601	3277	3412
ENSG00000237329.2	0	0	0	0	0	0	0	0
ENSG00000232768.1	0	0	0	0	0	0	0	0
ENSG00000215900.4	0	0	0	0	0	0	0	0
ENSG00000225142.2	0	0	0	0	0	0	0	0
ENSG00000084628.9	9	4	2	3	4	7	3	4
ENSG00000060688.12	484	1048	832	1166	183	541	415	497
ENSG00000229447.2	0	0	16	14	13	8	4	1
ENSG00000121766.15	238	396	442	458	240	427	388	480
ENSG00000229044.1	0	0	0	0	0	0	0	0
ENSG00000121769.7	2	47	3	0	52	31	57	88
ENSG00000168528.11	2783	2484	884	2454	10	6	36	11
ENSG00000215899.3	0	0	0	0	0	0	0	0
ENSG00000206981.1	0	0	0	0	0	0	0	0
ENSG00000260386.6	13	0	20	0	0	0	0	0
ENSG00000265961.1	0	0	0	0	0	0	0	0
ENSG00000229167.1	0	0	2	2	3	3	19	11
ENSG00000142910.15	434	1736	1133	1676	2302	1262	2527	2557
ENSG00000121764.11	0	0	1	3	0	2	3	7
ENSG00000162517.12	1090	1260	1330	1451	353	943	1088	956
ENSG00000235790.7	0	3	1	10	0	0	0	0
ENSG00000264078.1	0	2	0	1	0	0	1	0
ENSG00000084636.17	449	803	1415	765	3964	1358	3562	1953
ENSG00000121753.12	19	86	43	19	137	78	76	61
ENSG00000266580.1	0	0	0	0	8	0	0	0
